482.63135	4691.8398
483.38141	4644.9199
484.13141	4643.3599
484.88129	4627.96
485.63113	4626.2002
486.38092	4641
487.13061	4627.2402
487.88025	4624.56
488.62979	4640.1201
489.37936	4627.2798
490.12881	4615.04
490.87817	4622.1201
491.62747	4622.4399
492.37674	4623.2798
493.12585	4616.6401
493.87503	4610.3599
494.62408	4605.1601
495.37302	4608.3198
496.12192	4590.04
496.87079	4589.48
497.61957	4597.8799
498.36825	4602.8799
499.11685	4589.8799
499.86548	4597.8398
500.61401	4579.4399
501.3624	4579
502.11081	4575.4399
502.85913	4580.2002
503.60733	4581.6802
504.35556	4567.8291
505.10367	4587.7202
505.85165	4584.9199
506.59967	4576.2402
507.34753	4585.8799
508.0954	4569.7598
508.84317	4565.7598
509.59082	4562.3198
510.33853	4579.2002
511.08609	4567.6802
511.83359	4560.52
512.58099	4583.7598
513.32843	4569.7998
514.07568	4555.04
514.823	4560.04
515.57007	4555.8799
516.31726	4545.1601
517.06427	4536.0801
517.81122	4527.2402
518.5581	4535.1201
519.30499	4541.6802
520.0517	4525.6001
520.79846	4524.6802
521.54517	4526.3198
522.29162	4508.3999
523.03821	4516.8398
523.78461	4520.8398
524.53094	4529.2402
525.27734	4518.7202
526.0235	4505.96
526.76971	4507.04
527.51587	4511.3999
528.26184	4517.7598
529.00781	4506.6802
529.75378	4494.96
530.49957	4502
531.24536	4514.6401
531.99109	4501.2402
532.73669	4486.96
533.48224	4497.7202
534.22772	4506.3198
534.9732	4483.7998
535.71863	4477.3599
536.46387	4472.56
537.20911	4495.3599
537.95434	4475.3599
538.6994	4465.56
539.44446	4486.2002
540.18945	4481.4399
540.93433	4488.56
541.6792	4485.04
542.42395	4481.0801
543.16864	4467.8398
543.91333	4468.7998
544.6579	4490.3198
545.4024	4499.2402
546.14685	4479.3999
546.89123	4469.7598
547.63556	4472.2798
548.37982	4476.48
549.12396	4489.1601
549.8681	4486.7598
550.61218	4474.52
551.35608	4469.56
552.10004	4478.6802
552.84387	4484.56
553.58765	4480.2402
554.33136	4475.7598
555.07501	4489.2798
555.8186	4476.96
556.56213	4461.7202
557.30554	4483.8799
558.04889	4493.6001
558.79224	4488.6001
559.53552	4486.4399
560.27869	4491.6001
561.02185	4473.2402
561.76483	4481.8398
562.50781	4484.9912
563.25073	4498.9556
563.99359	4503.2998
564.73645	4511.1601
565.47912	4505.5976
566.22174	4530.04
566.96435	4524.4399
567.70691	4538.2798
568.44934	4521.6401
569.19171	4528.8398
569.93402	4513.3999
570.67633	4518
571.41846	4514.8398
572.16058	4512.52
572.90265	4510.1201
573.64465	4491.4399
574.3866	4512.2002
575.12842	4478.2402
575.87024	4500.1201
576.61194	4501.7598
577.35364	4491.4399
578.09521	4501.1201
578.83673	4494.2402
579.57825	4509
580.31958	4510.6401
581.06091	4496.4399
581.80218	4500.8398
582.54339	4494.3198
583.28454	4515.6001
584.02557	4501.1601
584.7666	4500.2002
585.50757	4514.7202
586.24841	4514.4399
586.9892	4521.8799
587.72998	4505.48
588.47058	4499.2402
589.21124	4514.3599
589.95172	4521.6802
590.69226	4511.2798
591.43262	4524.3198
592.17297	4505.8799
592.91327	4517.2002
593.6535	4500.4399
594.39361	4506.6001
595.13367	4524.48
595.87372	4512.6001
596.61365	4524.0801
597.35351	4519.48
598.09338	4509.9199
598.83307	4529.7202
599.57275	4519.2002
600.31238	4521.04
601.05194	4517.7998
601.79138	4512
602.53082	4521.48
603.2702	4518.7998
604.00952	4502.04
604.74866	4499.1601
605.48785	4511.48
606.22699	4518.7998
606.96594	4527.04
607.70496	4518.7202
608.44379	4504.6401
609.18262	4516.1601
609.92139	4503.8799
610.66009	4500.8398
611.39874	4513.9199
612.13727	4504.0801
612.87573	4503.7998
613.6142	4501.3999
614.3526	4521.7998
615.09088	4523.3999
615.8291	4519.6401
616.56732	4517.8799
617.30536	4511.7202
618.04346	4529.3999
618.78137	4527.6001
619.51929	4509.04
620.25714	4521.52
620.99487	4524.7598
621.7326	4529.3198
622.47027	4539.96
623.20782	4529.8799
623.94537	4511.2402
624.6828	4540.6401
625.42017	4523.4399
626.15747	4520.9199
626.89471	4520.4399
627.6319	4501.8799
628.36902	4530.3198
629.10602	4507.6001
629.84302	4504.6001
630.57996	4526.6802
631.31677	4499.1601
632.05365	4525.0801
632.79034	4511
633.52698	4509.8398
634.26361	4500.52
635.00012	4527.56
635.73657	4518.04
636.47302	4523.56
637.20929	4526.52
637.94556	4511.6001
638.68176	4518.1201
639.41785	4521.48
640.15399	4524.8799
640.88995	4541.2002
641.62585	4527.3599
642.36182	4525.2002
643.09759	4539.7202
643.83331	4542.6001
644.56897	4549.4399
645.30456	4544.8799
646.0401	4537
646.77563	4547.6401
647.51105	4556.3198
648.24634	4542.56
648.98163	4560.1601
649.71686	4548.6802
650.45203	4563.7998
651.18713	4557.1201
651.92212	4556.56
652.6571	4550.56
653.39203	4552.1601
654.12677	4547.6001
654.86157	4560.04
655.59619	4560.7598
656.33087	4559.9199
657.06543	4572.56
657.79993	4570.56
658.53436	4566.6802
659.26874	4574.7998
660.00299	4569.3599
660.7373	4580.7202
661.47143	4586
662.20557	4573.8398
662.93964	4579.2402
663.67352	4582.56
664.40747	4587.2402
665.1413	4597.1601
665.87506	4590.4399
666.60882	4594.3198
667.34247	4596.56
668.07605	4580.9199
668.80957	4597.1201
669.54303	4596.48
670.27637	4594.3198
671.00976	4612.96
671.74298	4580.2402
672.47613	4605.6001
673.20929	4605.3599
673.94232	4594.2402
674.67535	4599.2798
675.40832	4597.8799
676.14111	4612.6802
676.8739	4603.6001
677.60669	4601.04
678.33935	4608
679.07196	4606.7598
679.8045	4637.48
680.53693	4615.6401
681.26935	4627.3198
682.00171	4623.52
682.73401	4624.7998
683.46625	4633.52
684.19836	4621.7598
684.93048	4640.52
685.66247	4613.52
686.39441	4627.52
687.12628	4637.7998
687.85815	4627.6001
688.58984	4632.2002
689.32159	4632.7998
690.05322	4631.04
690.78479	4646.6401
691.5163	4641.8799
692.24768	4649.2002
692.97906	4636.0801
693.71039	4654.48
694.44159	4660.56
695.17279	4647.6802
695.90393	4655.1201
696.63495	4652.48
697.3659	4659.6802
698.09686	4660.8398
698.82764	4661.8799
699.55847	4668.8398
700.28912	4651.6401
701.01984	4681.3599
701.75043	4671.48
702.48096	4678.48
703.21142	4660.48
703.94183	4663.1601
704.67212	4669.2402
705.40234	4683.7598
706.13263	4673.3599
706.86273	4676.96
707.59277	4686.6001
708.32281	4699.0801
709.05267	4700.1601
709.78265	4688.52
710.51239	4707.2002
711.24213	4699.6802
711.9718	4692.2002
712.70148	4695.7998
713.43103	4683.6802
714.16046	4715.8799
714.88989	4702.2002
715.61926	4693.6802
716.34857	4698.7998
717.07782	4721.1601
717.80694	4703.56
718.53601	4711.6001
719.26507	4717.0801
719.99402	4700.2402
720.7229	4716.2402
721.45178	4703.7202
722.18054	4706
722.90924	4726.6802
723.63788	4707.56
724.36652	4695.6401
725.09497	4707.8398
725.82342	4696.04
726.55188	4711.0801
727.28009	4692.48
728.00842	4697.6001
728.73657	4704.7998
729.46472	4708.3599
730.19275	4697.7598
730.92078	4681.3599
731.64874	4682.7998
732.37659	4685.8398
733.10437	4706.6401
733.83209	4702.56
734.55981	4690.96
735.28735	4685.2002
736.01495	4683.6802
736.74243	4692.1201
737.46979	4673.0801
738.1972	4671.7202
738.92444	4666.7598
739.65167	4676.7202
740.37884	4668.4399
741.10596	4677
741.83295	4671.3999
742.55994	4663.4399
743.2868	4669.96
744.01361	4664.56
744.74042	4656.1201
745.4671	4653.8799
746.19379	4666.7998
746.92029	4665.6802
747.64685	4682.3198
748.37329	4682.3599
749.09967	4672.6001
749.82599	4668.8398
750.55225	4675.2002
751.27838	4675.8398
752.00458	4672.1601
752.73065	4682.7998
753.4566	4671.6401
754.18256	4669.3599
754.90839	4666.0801
755.63415	4679.3198
756.35992	4680.2798
757.08557	4668.6001
757.81122	4670.2402
758.5368	4671.3999
759.26221	4684.3198
759.98767	4680.48
760.71301	4670.8398
761.43829	4681.3599
762.16351	4676.7202
762.88873	4682.96
763.61377	4690.1601
764.33881	4690.52
765.06372	4667.4399
765.7887	4700.7998
766.51349	4705
767.23828	4687.1601
767.96295	4677.6001
768.68762	4697.3599
